,city_in_israel,star_rate,guests_number,bedroom_number,beds_number,baths_number,price_for_night,cleanliness_rate,communication_rate,check_in_rate,accuracy_rate,location_rate,value_rate,balcony,wifi,tv
219,"Tverya, North District, Israel",Nan,8,2,8,1.5,572,Nan,Nan,Nan,Nan,Nan,Nan,no,yes,yes
220,"Tverya, North District, Israel",4.0 ·,6,1,3,1,432,4,4,4.7,4,5,4,no,yes,yes
221,"Tiberias, North District, Israel",,4,1,2,1,284,Nan,Nan,Nan,Nan,Nan,Nan,no,yes,yes
222,"Tiberias, North District, Israel",3.80 ·,5,1,2,1,520,4.4,5,5,3.8,4.6,4,no,yes,yes
223,"Tiberias, North District, Israel",Nan,6,3,5,2,560,Nan,Nan,Nan,Nan,Nan,Nan,yes,yes,yes
224,"Tiberias, North District, Israel",4.75 ·,8,3,7,2,600,4.8,5,5,5,5,5,no,yes,yes
225,"Tiberias, North District, Israel",Nan,4,1,4,1,516,Nan,Nan,Nan,Nan,Nan,Nan,yes,yes,yes
226,"Tiberias, North District, Israel",4.25 ·,4,1,2,1,954,4.3,5,4.8,5,4.2,4.5,no,yes,yes
227,"Tiberias, North District, Israel",4.56 ·,1,2,8,1,"1,000",4.3,4.7,4.6,4.6,4.2,4.2,yes,no,yes
228,"Sharona, Israel",4.0 ·,5,1,5,1,426,4.8,4.7,4.3,4.8,4.8,4,yes,yes,yes
229,"Tiberias, North District, Israel",,4,1,3,1,349,Nan,Nan,Nan,Nan,Nan,Nan,no,yes,yes
230,"Tiberias, North District, Israel",4.56 ·,1,4,5,2,"1,814",4.6,4.6,4.6,4.4,4.7,4.4,yes,yes,yes
231,"Tiberias, North District, Israel",,6,3,2,2,200,Nan,Nan,Nan,Nan,Nan,Nan,yes,yes,yes
232,"Tiberias, North District, Israel",4.50 ·,2,1,1,1,714,4.9,4.6,4.5,4.8,4.4,4.4,yes,yes,yes
233,"Tiberias, North District, Israel",Nan,6,2,4,1.5,786,Nan,Nan,Nan,Nan,Nan,Nan,no,yes,yes
234,"טבריה, מחוז הצפון, Israel",Nan,2,1,1,1,680,Nan,Nan,Nan,Nan,Nan,Nan,no,yes,yes
235,"Tiberias, North District, Israel",,5,Studio,1,1,409,Nan,Nan,Nan,Nan,Nan,Nan,yes,yes,yes
236,"Tiberias, North District, Israel",4.48 ·,6,2,4,1.5,466,4.6,4.9,4.9,4.8,4.5,4.5,no,yes,yes
237,"Tiberias, North District, Israel",Nan,8,2,3,1,415,Nan,Nan,Nan,Nan,Nan,Nan,no,no,yes
238,"Tiberias, North District, Israel",Nan,6,2,3,1,800,Nan,Nan,Nan,Nan,Nan,Nan,no,yes,yes
239,"Tiberias, North District, Israel",Nan,8,3,6,1.5,310,Nan,Nan,Nan,Nan,Nan,Nan,no,no,yes
240,"Tverya, North District, Israel",4.83 ·,1,3,7,2,"1,337",4.7,5,5,5,4.7,4.2,no,yes,yes
241,"Tiberias, North District, Israel",,8,3,3,3,"2,730",Nan,Nan,Nan,Nan,Nan,Nan,yes,yes,yes
242,"Tiberias, North District, Israel",Nan,6,3,6,3,"1,200",Nan,Nan,Nan,Nan,Nan,Nan,no,yes,yes
243,"Tiberias, Israel",4.23 ·,1,5,5,4,286,4.1,4.7,4.6,4,4.7,4.1,no,yes,yes
244,"Tiberias, North District, Israel",Nan,3,1,2,1,534,Nan,Nan,Nan,Nan,Nan,Nan,no,yes,yes
245,"Tiberias, North District, Israel",,2,1,1,1,449,Nan,Nan,Nan,Nan,Nan,Nan,no,yes,yes
246,"Arbel, North District, Israel",Nan,3,1,1,1,956,Nan,Nan,Nan,Nan,Nan,Nan,no,yes,yes
247,"Tiberias, Israel",5.0 ·,3,1,1,1,283,4.7,5,5,5,5,5,yes,yes,yes
248,"Tiberias, North District, Israel",5.0 ·,4,2,4,1,"1,479",4.7,5,5,5,4.7,4.7,yes,yes,yes
249,"Tiberias, North District, Israel",Nan,Nan,Nan,Nan,Nan,"1,307",Nan,Nan,Nan,Nan,Nan,Nan,no,yes,yes
250,"Tiberias, North District, Israel",5.0 ·,4,3,3,1,795,5,4.9,4.9,5,5,4.6,yes,yes,yes
251,"Tiberias, North District, Israel",,2,1,1,1,443,Nan,Nan,Nan,Nan,Nan,Nan,no,yes,yes
252,"Tiberias, North District, Israel",Nan,3,1,3,1,668,Nan,Nan,Nan,Nan,Nan,Nan,yes,yes,yes
253,"Tiberias, North District, Israel",5.0 ·,9,2,9,1,337,4.6,4.9,5,4.9,4.9,4.9,no,yes,yes
254,"Tiberias, Israel",4.79 ·,1,10,20,10,365,4.9,4.9,4.8,4.9,4.6,4.7,yes,yes,yes
255,"Arbel, North District, Israel",Nan,5,2,2,2,"1,950",Nan,Nan,Nan,Nan,Nan,Nan,no,yes,yes
256,"Tiberias, North District, Israel",Nan,6,2,3,1,800,Nan,Nan,Nan,Nan,Nan,Nan,no,yes,yes
257,"Tiberias, North District, Israel",Nan,6,2,3,1.5,"1,000",Nan,Nan,Nan,Nan,Nan,Nan,no,yes,yes
258,"Tiberias, North District, Israel",4.40 ·,8,3,7,1.5,650,4.3,5,5,4.8,4.5,4.5,no,yes,yes
259,"Kfar Hittim, North District, Israel",4.83 ·,1,5,5,4,"2,143",4.8,4.7,5,4.6,4.8,4.6,no,yes,yes
260,"Tiberias, North District, Israel",,6,2,4,1,800,Nan,Nan,Nan,Nan,Nan,Nan,no,yes,yes
261,"Tiberias, North District, Israel",4.33 ·,4,1,2,1.5,464,5,5,4.3,4,5,4.3,no,yes,yes
262,"Tiberias, North District, Israel",4.33 ·,2,1,1,1,343,4.7,4.7,4.7,4.7,5,4.7,yes,yes,yes
263,"Tiberias, North District, Israel",Nan,2,1,1,1,207,Nan,Nan,Nan,Nan,Nan,Nan,no,yes,yes
264,"Sharona, Israel",,5,1,5,1,426,Nan,Nan,Nan,Nan,Nan,Nan,no,yes,yes
265,"Tiberias, North District, Israel",Nan,5,2,4,1,800,Nan,Nan,Nan,Nan,Nan,Nan,no,yes,yes
266,"Tiberias, North District, Israel",,8,3,4,1,907,Nan,Nan,Nan,Nan,Nan,Nan,no,yes,yes
267,"Tiberias, North District, Israel",,5,Studio,1,1,409,Nan,Nan,Nan,Nan,Nan,Nan,no,yes,yes
268,"Tiberias, Israel",4.84 ·,5,2,5,1,382,4.8,5,5,4.9,4.8,4.8,no,yes,yes
269,"Tiberias, North District, Israel",Nan,4,2,2,1.5,350,Nan,Nan,Nan,Nan,Nan,Nan,no,yes,yes
270,"Tiberias, North District, Israel",4.40 ·,6,2,3,1,"1,333",3.6,5,5,4.2,4.6,4,no,yes,yes
271,"Migdal, North District, Israel",4.91 ·,5,Studio,2,1,714,4.6,4.9,5,5,4.9,4.8,yes,yes,yes
272,"Sea of Galilee, Israel",Nan,6,2,3,1,900,Nan,Nan,Nan,Nan,Nan,Nan,no,yes,yes
273,"Tiberias, North District, Israel",,2,1,1,1,343,Nan,Nan,Nan,Nan,Nan,Nan,no,yes,yes
274,"Tiberias, North District, Israel",Nan,9,1,1,1,386,Nan,Nan,Nan,Nan,Nan,Nan,no,yes,yes
275,"Tiberias, North District, Israel",3.67 ·,6,2,4,1,800,2.3,4,5,3.7,4.7,3.3,no,no,yes
276,"Tiberias, North District, Israel",3.60 ·,5,2,3,1,366,3.4,4.6,4.4,4,3.6,3.8,no,no,yes
277,"Tiberias, North District, Israel",,6,2,4,1,800,Nan,Nan,Nan,Nan,Nan,Nan,no,yes,yes
278,"Migdal, North District, Israel",5.0 ·,Nan,Nan,Nan,Nan,"8,900",5,5,5,5,5,4.8,no,yes,yes
279,"Tiberias, North District, Israel",4.33 ·,5,1,2,1,397,3.7,4.3,4.7,5,5,4,no,yes,yes
280,"Tiberias, North District, Israel",4.53 ·,6,2,4,1.5,466,4.5,4.9,4.8,4.7,4.3,4.3,no,yes,yes
281,"Tiberias, North District, Israel",Nan,2,1,1,1,367,Nan,Nan,Nan,Nan,Nan,Nan,no,yes,yes
282,"Tiberias, North District, Israel",4.75 ·,1,2,8,1,829,4.9,5,5,4.9,4.8,4.8,no,yes,yes
283,"Tiberias, North District, Israel",Nan,2,1,2,1,686,Nan,Nan,Nan,Nan,Nan,Nan,no,yes,yes
284,"Kinneret, North District, Israel",,2,Studio,1,1,850,Nan,Nan,Nan,Nan,Nan,Nan,no,yes,yes
285,"Migdal, North District, Israel",,1,3,3,3,"1,396",Nan,Nan,Nan,Nan,Nan,Nan,no,yes,yes
286,"HaZor'im, North District, Israel",5.0 ·,1,2,1,1,"1,022",4.9,5,4.9,4.9,4.8,5,no,yes,yes
287,"Tiberias, North District, Israel",Nan,2,1,1,1,"2,700",Nan,Nan,Nan,Nan,Nan,Nan,yes,yes,yes
288,"Tiberias, North District, Israel",4.0 ·,5,1,5,1,450,4.8,4.3,4,4.2,4.7,4.2,yes,yes,yes
289,"Migdal, North District, Israel",Nan,1,12,15,12,"5,003",Nan,Nan,Nan,Nan,Nan,Nan,no,yes,yes
290,"Tiberias, North District, Israel",,Nan,Nan,Nan,Nan,"3,000",Nan,Nan,Nan,Nan,Nan,Nan,no,yes,yes
291,"Migdal, North District, Israel",Nan,4,1,2,1.5,900,Nan,Nan,Nan,Nan,Nan,Nan,no,yes,yes
292,"Tiberias, North District, Israel",Nan,5,2,4,1,800,Nan,Nan,Nan,Nan,Nan,Nan,no,yes,yes
293,"Tiberias, North District, Israel",Nan,Nan,Nan,Nan,Nan,200,Nan,Nan,Nan,Nan,Nan,Nan,no,no,yes
294,"Poria Illit, North District, Israel",Nan,1,4,10,2,"3,000",Nan,Nan,Nan,Nan,Nan,Nan,no,yes,yes
295,"Tiberias, North District, Israel",4.90 ·,1,5,7,3,"1,800",4.8,5,5,5,4.6,4.8,no,yes,yes
296,"Tiberias, North District, Israel",,1,6,7,6,"2,029",Nan,Nan,Nan,Nan,Nan,Nan,yes,yes,yes
297,"Tiberias, North District, Israel",,5,1,5,1,700,Nan,Nan,Nan,Nan,Nan,Nan,no,yes,yes
298,"Tiberias, North District, Israel",Nan,1,4,10,1.5,"1,500",Nan,Nan,Nan,Nan,Nan,Nan,no,yes,yes
299,"Tverya, North District, Israel",Nan,5,2,3,1,880,Nan,Nan,Nan,Nan,Nan,Nan,no,yes,yes
